Date,Open,High,Low,Close,Volume,Price to Earnings Ratio,Price to Sales Ratio
2012-01-11,27.620,28.380,27.300,28.230,672239,N/A,14.6062,
2012-01-10,27.440,27.760,27.250,27.620,671732,N/A,14.2906,
2012-01-09,27.000,27.490,26.120,27.250,896951,N/A,14.0991,
2012-01-06,27.200,27.790,26.410,26.910,986287,N/A,13.9232,
2012-01-05,27.760,27.930,26.850,27.120,1005432,N/A,14.0319,
2012-01-04,28.210,28.670,27.500,27.710,630036,N/A,14.3371,
2012-01-03,28.940,29.500,27.650,28.080,928052,N/A,14.5286,
2012-01-02,0.000,0.000,0.000,28.560,0,N/A,N/A
2011-12-30,28.490,28.980,28.250,28.560,339760,N/A,14.7769,
2011-12-29,28.590,29.340,28.549,28.730,488150,N/A,14.8649,
2011-12-28,28.990,29.240,28.040,28.510,575138,N/A,14.7510,
2011-12-27,27.660,28.770,27.640,28.570,777403,N/A,14.7821,
2011-12-26,0.000,0.000,0.000,27.900,0,N/A,N/A
2011-12-23,28.000,28.000,27.520,27.900,591390,N/A,14.4354,
2011-12-22,27.600,28.050,27.300,27.770,1009302,N/A,14.3682,
2011-12-21,27.910,28.070,26.030,27.570,1705807,N/A,14.2647,
2011-12-20,28.050,28.450,27.715,27.900,844381,N/A,14.4354,
2011-12-19,28.090,28.500,27.370,27.750,986952,N/A,14.3578,
2011-12-16,28.790,28.930,27.980,28.000,1029605,N/A,14.4872,
2011-12-15,28.670,29.170,28.120,28.620,700261,N/A,14.8080,
2011-12-14,29.500,29.680,28.000,28.530,1163840,N/A,14.7614,
2011-12-13,30.570,30.930,28.911,29.450,994015,N/A,15.2374,
2011-12-12,30.440,30.620,30.020,30.410,758657,N/A,15.7341,
2011-12-09,30.540,31.120,30.280,31.040,1239444,N/A,16.0601,
2011-12-08,30.840,31.650,29.610,30.890,3305945,N/A,15.9825,
2011-12-07,34.630,34.890,33.800,34.190,674244,N/A,17.6899,
2011-12-06,34.200,34.980,34.031,34.870,951710,N/A,18.0417,
2011-12-05,33.530,35.000,33.430,34.420,1160050,N/A,17.8089,
2011-12-02,32.830,33.690,32.400,33.300,802718,N/A,17.2294,
2011-12-01,32.570,33.990,31.980,32.600,1030108,N/A,16.8672,
2011-11-30,32.500,32.930,32.220,32.740,760265,N/A,16.9396,
2011-11-29,32.490,33.070,31.630,31.750,591054,N/A,16.4274,
2011-11-28,32.000,33.280,31.810,32.560,681124,N/A,16.8465,
2011-11-25,31.550,32.410,31.080,31.660,239595,N/A,16.3809,
2011-11-24,0.000,0.000,0.000,31.450,0,N/A,N/A
2011-11-23,31.760,32.050,31.250,31.450,451813,N/A,16.2722,
2011-11-22,31.760,32.790,31.050,32.070,732518,N/A,16.5930,
2011-11-21,32.440,32.440,31.050,31.760,1031524,N/A,16.4326,
2011-11-18,33.640,34.110,32.540,32.600,902729,N/A,16.8672,
2011-11-17,34.500,34.900,33.190,33.680,1349265,N/A,17.4260,
2011-11-16,33.480,35.000,33.403,34.940,1833136,N/A,18.0779,
2011-11-15,32.920,34.400,32.730,33.930,890905,N/A,17.5554,
2011-11-14,33.000,33.540,32.620,33.220,1325656,N/A,17.1880,
2011-11-11,31.900,34.500,30.570,33.640,3868276,N/A,17.4053,
2011-11-10,30.940,31.500,30.650,31.330,747273,N/A,16.2101,
2011-11-09,30.870,31.490,30.300,30.880,953656,N/A,15.9773,
2011-11-08,31.370,32.000,30.720,31.840,1167830,N/A,16.4740,
2011-11-07,31.640,32.000,30.750,31.270,1266269,N/A,16.1791,
2011-11-04,31.460,32.400,30.510,32.310,3033107,N/A,16.7172,
2011-11-03,30.000,32.490,29.530,32.460,2510603,N/A,16.7948,
2011-11-02,29.000,29.260,28.250,28.710,875521,N/A,16.0630,
2011-11-01,28.390,28.920,28.000,28.880,635775,N/A,16.1581,
2011-10-31,29.500,29.510,28.750,29.370,1133969,N/A,16.4323,
2011-10-28,28.500,30.000,28.010,29.870,1263973,N/A,16.7120,
2011-10-27,28.340,28.950,28.110,28.760,869335,N/A,16.0910,
2011-10-26,28.190,28.370,27.400,27.980,510479,N/A,15.6546,
2011-10-25,28.230,28.860,27.800,28.250,654371,N/A,15.8056,
2011-10-24,27.870,28.890,27.750,28.550,940550,N/A,15.9735,
2011-10-21,27.400,28.300,27.010,28.030,1142550,N/A,15.6826,
2011-10-20,27.440,27.470,27.000,27.340,999647,N/A,15.2965,
2011-10-19,28.020,28.060,27.300,27.570,792850,N/A,15.4252,
2011-10-18,27.300,28.427,26.710,28.340,999690,N/A,15.8560,
2011-10-17,27.860,28.000,27.260,27.420,754439,N/A,15.3413,
2011-10-14,28.000,28.550,27.260,28.050,1400469,N/A,15.6937,
2011-10-13,27.630,28.470,27.440,27.940,1043413,N/A,15.6322,
2011-10-12,27.250,28.000,27.200,27.800,1123364,N/A,15.5539,
2011-10-11,27.510,27.770,27.090,27.610,575603,N/A,15.4476,
2011-10-10,27.310,28.180,27.000,27.880,923416,N/A,15.5986,
2011-10-07,26.980,27.600,26.050,26.990,1311548,N/A,15.1007,
2011-10-06,25.370,27.600,25.020,26.960,1769026,N/A,15.0839,
2011-10-05,24.030,25.835,23.350,25.370,1229414,N/A,14.1943,
2011-10-04,23.290,24.320,22.930,23.660,1200214,N/A,13.2376,
2011-10-03,24.950,25.000,23.250,23.730,1023130,N/A,13.2767,
2011-09-30,24.800,24.890,23.490,24.390,1336154,N/A,13.6460,
2011-09-29,25.720,25.820,23.550,24.120,929545,N/A,13.4949,
2011-09-28,26.000,26.500,24.510,24.590,723206,N/A,13.7579,
2011-09-27,26.000,26.990,25.570,26.190,674429,N/A,14.6531,
2011-09-26,26.520,26.520,24.900,25.520,934715,N/A,14.2782,
2011-09-23,25.490,26.620,25.350,26.380,1156328,N/A,14.7594,
2011-09-22,25.640,26.110,24.880,25.630,775802,N/A,14.3398,
2011-09-21,25.950,26.950,25.700,25.850,987577,N/A,14.4629,
2011-09-20,25.980,26.600,25.670,26.010,1180351,N/A,14.5524,
2011-09-19,24.950,25.810,23.820,25.770,1157349,N/A,14.4181,
2011-09-16,24.780,25.840,24.490,25.800,1417074,N/A,14.4349,
2011-09-15,24.580,24.930,24.330,24.820,562512,N/A,13.8866,
2011-09-14,24.250,24.840,23.790,24.340,830777,N/A,13.6180,
2011-09-13,23.010,24.100,22.750,24.080,726461,N/A,13.4726,
2011-09-12,22.500,23.310,22.450,22.880,566571,N/A,12.8012,
2011-09-09,23.370,23.570,22.550,22.970,669263,N/A,12.8515,
2011-09-08,23.580,24.030,23.280,23.610,505697,N/A,13.2096,
2011-09-07,23.390,24.000,23.280,23.840,459186,N/A,13.3383,
2011-09-06,22.500,23.200,22.290,22.940,809760,N/A,12.8347,
2011-09-05,0.000,0.000,0.000,23.070,0,N/A,N/A
2011-09-02,23.660,23.990,22.680,23.070,769831,N/A,12.9075,
2011-09-01,24.660,24.870,23.835,24.000,848085,N/A,13.4278,
2011-08-31,24.800,25.500,24.280,24.740,823735,N/A,13.8418,
2011-08-30,24.500,24.770,24.090,24.630,366659,N/A,13.7803,
2011-08-29,24.220,24.850,24.020,24.710,803302,N/A,13.8250,
2011-08-26,22.710,23.950,22.070,23.730,761756,N/A,13.2767,
2011-08-25,23.870,23.870,22.900,23.110,679740,N/A,12.9299,
2011-08-24,23.100,23.930,22.830,23.870,684238,N/A,13.3551,
2011-08-23,21.930,23.110,21.500,22.960,868968,N/A,12.8459,
2011-08-22,23.110,23.800,21.680,21.950,986081,N/A,12.2808,
2011-08-19,23.860,24.220,22.000,22.300,1375277,N/A,12.4767,
2011-08-18,25.000,25.150,23.470,24.260,1056569,N/A,13.5733,
2011-08-17,26.390,26.650,25.510,25.830,643772,N/A,14.4517,
2011-08-16,26.130,26.540,25.830,26.100,537688,N/A,14.6027,
2011-08-15,26.620,26.750,25.930,26.230,738572,N/A,14.6755,
2011-08-12,25.600,27.140,25.360,26.310,1009020,N/A,14.7202,
2011-08-11,24.040,25.750,24.000,25.300,836484,N/A,14.1551,
2011-08-10,25.440,25.440,23.630,23.820,1564147,N/A,13.3271,
2011-08-09,24.150,25.450,23.700,25.060,1333382,N/A,14.0209,
2011-08-08,23.100,24.440,23.100,23.640,2608472,N/A,13.2264,
2011-08-05,24.990,25.380,22.830,24.240,1964376,N/A,13.5621,
2011-08-04,26.510,26.890,24.670,24.750,3065083,N/A,13.8474,
2011-08-03,27.500,27.830,26.336,27.200,1801329,N/A,17.8600,
2011-08-02,28.690,29.200,27.270,27.340,1549320,N/A,17.9520,
2011-08-01,28.670,28.980,28.210,28.770,1164822,N/A,18.8909,
2011-07-29,27.800,28.400,27.500,28.170,948127,N/A,18.4969,
2011-07-28,27.600,28.550,27.540,28.170,938629,N/A,18.4969,
2011-07-27,28.500,28.500,27.510,27.640,958403,N/A,18.1489,
2011-07-26,28.310,28.770,27.970,28.000,760532,N/A,18.3853,
2011-07-25,29.010,29.250,28.440,28.490,673391,N/A,18.7071,
2011-07-22,28.700,29.540,28.551,29.290,583868,N/A,19.2324,
2011-07-21,28.910,29.160,28.100,28.700,1012006,N/A,18.8450,
2011-07-20,28.000,30.440,27.800,28.690,3048394,N/A,18.8384,
2011-07-19,27.580,28.110,27.540,27.890,1026048,N/A,18.3131,
2011-07-18,27.340,27.450,26.630,27.230,851877,N/A,17.8797,
2011-07-15,27.790,27.830,27.400,27.580,708954,N/A,18.1095,
2011-07-14,28.530,28.960,27.250,27.610,1159131,N/A,18.1292,
2011-07-13,28.430,29.030,27.900,28.640,1065942,N/A,18.8056,
2011-07-12,28.370,29.090,28.000,28.170,1045306,N/A,18.4969,
2011-07-11,28.400,28.530,28.000,28.350,975703,N/A,18.6151,
2011-07-08,29.890,29.890,28.590,28.810,1240580,N/A,18.9172,
2011-07-07,29.140,30.000,29.010,29.730,1327821,N/A,19.5213,
2011-07-06,29.140,29.140,28.550,28.960,926889,N/A,19.0157,
2011-07-05,29.020,29.520,28.710,29.140,995989,N/A,19.1339,
2011-07-04,0.000,0.000,0.000,29.020,0,N/A,N/A
2011-07-01,29.070,29.600,28.800,29.020,854839,N/A,19.0551,
2011-06-30,28.500,29.330,28.400,29.130,946654,N/A,19.1273,
2011-06-29,28.500,29.090,28.070,28.290,1461708,N/A,18.5757,
2011-06-28,27.790,28.250,27.670,28.110,889132,N/A,18.4575,
2011-06-27,27.730,28.280,27.310,27.460,1809367,N/A,18.0307,
2011-06-24,27.640,27.970,27.260,27.565,3608858,N/A,18.0997,
2011-06-23,27.200,27.720,26.210,27.710,1169990,N/A,18.1949,
2011-06-22,27.370,28.250,27.100,27.210,1475633,N/A,17.8666,
2011-06-21,26.240,27.730,26.000,27.530,1496563,N/A,18.0767,
2011-06-20,26.290,26.460,25.500,26.010,1537709,N/A,17.0787,
2011-06-17,26.870,27.700,26.140,26.500,1713965,N/A,17.4004,
2011-06-16,27.670,28.000,25.740,26.500,1842124,N/A,17.4004,
2011-06-15,28.440,28.450,27.070,27.320,1346579,N/A,17.9388,
2011-06-14,28.540,29.700,28.520,28.600,1573310,N/A,18.7793,
2011-06-13,28.070,28.880,27.880,28.430,1713761,N/A,18.6677,
2011-06-10,27.520,28.299,27.350,27.860,1566532,N/A,18.2934,
2011-06-09,27.430,28.100,27.100,27.620,1603120,N/A,18.1358,
2011-06-08,28.440,28.600,27.020,27.120,1696936,N/A,17.8075,
2011-06-07,28.940,29.390,28.260,28.370,1211114,N/A,18.6283,
2011-06-06,30.100,30.130,28.260,28.700,2331767,N/A,18.8450,
2011-06-03,29.950,31.500,29.500,30.130,6209334,N/A,19.7839,
2011-06-02,28.520,29.320,28.510,28.760,986294,N/A,18.8844,
2011-06-01,30.000,30.100,28.380,28.517,1530396,N/A,18.7248,
2011-05-31,29.690,30.280,29.550,30.140,3290422,N/A,19.7905,
2011-05-30,0.000,0.000,0.000,29.550,0,N/A,N/A
2011-05-27,29.540,29.670,28.820,29.550,1687069,N/A,19.4031,
2011-05-26,28.820,29.760,28.100,29.480,3336891,N/A,19.3571,
2011-05-25,26.900,29.010,26.170,28.980,4693811,N/A,19.0288,
2011-05-24,27.020,27.500,26.600,26.720,613673,N/A,17.5448,
2011-05-23,27.620,27.620,26.620,26.820,863548,N/A,17.6105,
2011-05-20,28.260,28.280,27.350,27.970,842534,N/A,18.3656,
2011-05-19,27.030,28.440,26.600,28.200,2655067,N/A,18.5166,
2011-05-18,26.100,26.470,25.520,26.350,729407,N/A,17.3019,
2011-05-17,27.000,27.000,25.720,25.960,1234156,N/A,17.0458,
2011-05-16,27.990,27.990,26.550,26.600,755622,N/A,17.4661,
2011-05-13,28.000,28.189,27.300,27.550,661577,N/A,18.0898,
2011-05-12,27.070,27.740,26.650,27.670,627740,N/A,18.1686,
2011-05-11,28.200,28.299,26.920,27.070,962965,N/A,17.7747,
2011-05-10,28.240,28.950,27.910,28.330,1535468,N/A,18.6020,
2011-05-09,27.000,28.000,26.850,27.910,916303,N/A,18.3262,
2011-05-06,26.900,27.700,26.620,27.120,981606,N/A,17.8075,
2011-05-05,27.200,27.440,26.170,26.440,1219449,N/A,17.3610,
2011-05-04,26.780,27.000,25.750,26.690,1047169,N/A,N/A
2011-05-03,27.380,27.390,26.500,26.870,913865,N/A,N/A
2011-05-02,27.600,27.800,27.060,27.450,784560,N/A,N/A
2011-04-29,27.690,27.870,27.420,27.600,726240,N/A,N/A
2011-04-28,27.070,27.690,26.720,27.660,1644897,N/A,N/A
2011-04-27,26.930,27.360,26.630,27.080,996901,N/A,N/A
2011-04-26,26.660,27.250,26.310,26.930,1372343,N/A,N/A
2011-04-25,26.700,26.730,25.970,26.390,800839,N/A,N/A
2011-04-22,0.000,0.000,0.000,26.740,0,N/A,N/A
2011-04-21,25.850,26.980,25.590,26.740,1386053,N/A,N/A
2011-04-20,25.700,26.090,25.300,25.750,837469,N/A,N/A
2011-04-19,25.260,25.260,24.650,25.160,548693,N/A,N/A
2011-04-18,25.130,25.620,24.360,25.030,1033871,N/A,N/A
2011-04-15,25.650,26.180,25.410,25.580,943451,N/A,N/A
2011-04-14,24.870,25.280,24.200,25.140,983382,N/A,N/A
2011-04-13,25.130,25.690,24.810,24.930,1211444,N/A,N/A
2011-04-12,25.080,25.210,24.300,24.650,1357401,N/A,N/A
2011-04-11,26.470,26.530,25.020,25.270,1369940,N/A,N/A
2011-04-08,27.580,27.600,26.360,26.490,1946352,N/A,N/A
2011-04-07,26.850,27.940,26.450,27.240,2810566,N/A,N/A
2011-04-06,26.990,27.010,25.800,26.490,1288297,N/A,N/A
2011-04-05,25.900,27.000,25.690,26.700,3181627,N/A,N/A
2011-04-04,26.830,27.000,25.230,25.830,2609227,N/A,N/A
2011-04-01,27.450,28.180,26.570,26.660,2864787,N/A,N/A
2011-03-31,26.550,28.710,26.500,27.750,11519732,N/A,N/A
2011-03-30,24.110,24.490,23.010,23.710,1223877,N/A,N/A
2011-03-29,23.300,24.000,23.210,23.920,755591,N/A,N/A
2011-03-28,22.700,23.539,22.550,23.250,1058018,N/A,N/A
2011-03-25,22.430,23.000,22.400,22.750,567922,N/A,N/A
2011-03-24,22.140,22.380,21.980,22.330,462160,N/A,N/A
2011-03-23,22.110,22.270,21.770,22.210,422793,N/A,N/A
2011-03-22,22.730,22.860,22.000,22.190,582813,N/A,N/A
2011-03-21,23.050,23.050,22.540,22.730,411650,N/A,N/A
2011-03-18,23.190,23.190,22.510,22.960,687823,N/A,N/A
2011-03-17,23.240,23.430,22.640,22.810,922504,N/A,N/A
2011-03-16,22.860,23.250,22.690,22.820,1169676,N/A,N/A
2011-03-15,22.200,22.960,21.800,22.950,1318756,N/A,N/A
2011-03-14,23.820,24.000,23.200,23.250,1165871,N/A,N/A
2011-03-11,23.850,24.250,23.530,24.070,930794,N/A,N/A
2011-03-10,24.440,24.490,23.730,24.010,1016947,N/A,N/A
2011-03-09,24.660,24.990,24.270,24.720,924721,N/A,N/A
2011-03-08,24.600,24.960,24.000,24.660,1399851,N/A,N/A
2011-03-07,24.930,25.400,24.700,24.940,2033531,N/A,N/A
2011-03-04,24.480,24.990,23.780,24.950,1576900,N/A,N/A
2011-03-03,24.480,24.790,24.060,24.360,640140,N/A,N/A
2011-03-02,23.820,24.280,23.725,24.020,663294,N/A,N/A
2011-03-01,24.050,24.320,23.700,23.940,1106350,N/A,N/A
2011-02-28,23.740,24.100,23.500,23.890,1051106,N/A,N/A
2011-02-25,22.810,23.850,22.690,23.610,1347257,N/A,N/A
2011-02-24,21.780,22.580,21.500,22.530,1055450,N/A,N/A
2011-02-23,22.180,22.500,21.110,21.830,1605708,N/A,N/A
2011-02-22,22.880,23.000,21.780,21.870,2064540,N/A,N/A
2011-02-21,0.000,0.000,0.000,23.180,0,N/A,N/A
2011-02-18,23.330,23.490,22.960,23.180,2370620,N/A,N/A
2011-02-17,24.630,25.490,23.550,23.600,2619842,N/A,N/A
2011-02-16,23.100,24.970,23.070,24.730,4115806,N/A,N/A
2011-02-15,23.010,23.170,22.560,22.840,954123,N/A,N/A
2011-02-14,23.640,24.140,23.050,23.080,1283104,N/A,N/A
2011-02-11,23.250,23.750,22.940,23.250,634472,N/A,N/A
2011-02-10,23.260,23.640,22.810,23.215,836020,N/A,N/A
2011-02-09,24.130,24.180,22.790,23.210,2636262,N/A,N/A
2011-02-08,23.780,25.250,23.000,24.490,3504983,N/A,N/A
2011-02-07,23.260,23.260,22.880,23.070,895011,N/A,N/A
2011-02-04,23.440,23.670,23.220,23.460,543917,N/A,N/A
2011-02-03,23.820,23.900,23.150,23.630,512067,N/A,N/A
2011-02-02,24.160,24.180,23.669,23.940,569472,N/A,N/A
2011-02-01,24.310,24.730,23.540,23.910,707791,N/A,N/A
2011-01-31,24.050,24.120,23.500,24.100,831151,N/A,N/A
2011-01-28,24.880,24.880,23.750,24.010,1048811,N/A,N/A
2011-01-27,24.740,25.080,24.530,24.920,895655,N/A,N/A
2011-01-26,24.710,24.880,24.100,24.750,1079867,N/A,N/A
2011-01-25,24.650,24.890,24.020,24.680,1271457,N/A,N/A
2011-01-24,23.530,24.810,23.230,24.490,1645189,N/A,N/A
2011-01-21,23.120,23.590,22.710,23.040,1216941,N/A,N/A
2011-01-20,24.030,24.450,22.370,22.620,2279858,N/A,N/A
2011-01-19,25.270,25.470,23.750,24.030,2371514,N/A,N/A
2011-01-18,25.480,25.640,24.750,25.640,1622840,N/A,N/A
2011-01-17,0.000,0.000,0.000,25.750,0,N/A,N/A
2011-01-14,26.150,26.580,25.610,25.750,1191921,N/A,N/A
2011-01-13,26.960,26.970,26.160,26.220,723522,N/A,N/A
2011-01-12,27.010,27.399,26.520,26.960,964722,N/A,N/A
2011-01-11,28.590,28.710,26.920,26.960,1710201,N/A,N/A
2011-01-10,28.170,28.680,28.050,28.450,1342612,N/A,N/A
2011-01-07,28.000,28.580,27.900,28.240,2249540,N/A,N/A
2011-01-06,26.830,28.000,26.810,27.880,2061117,N/A,N/A
2011-01-05,26.480,26.900,26.190,26.830,1446869,N/A,N/A
2011-01-04,26.660,26.950,26.020,26.670,1189071,N/A,N/A
2011-01-03,26.840,27.000,25.900,26.620,1282904,N/A,N/A
2010-12-31,26.570,27.250,26.500,26.630,1417847,N/A,N/A
2010-12-30,27.700,27.900,26.380,26.500,2041067,N/A,N/A
2010-12-29,27.030,28.010,26.500,27.730,3319430,N/A,N/A
2010-12-28,25.850,26.750,25.000,26.410,4056270,N/A,N/A
2010-12-27,28.020,28.580,25.060,25.549,9301929,N/A,N/A
2010-12-24,0.000,0.000,0.000,30.090,0,N/A,N/A
2010-12-23,31.260,32.480,29.920,30.090,1552525,N/A,N/A
2010-12-22,32.250,32.860,31.700,32.630,833256,N/A,N/A
2010-12-21,31.800,32.690,31.710,32.260,777678,N/A,N/A
2010-12-20,31.640,32.190,31.260,31.700,523320,N/A,N/A
2010-12-17,31.340,31.540,30.710,31.360,813817,N/A,N/A
2010-12-16,30.000,30.910,29.650,30.810,790070,N/A,N/A
2010-12-15,28.670,29.970,28.530,29.600,742900,N/A,N/A
2010-12-14,30.290,30.390,27.761,28.530,1765685,N/A,N/A
2010-12-13,31.640,31.770,30.400,30.550,410331,N/A,N/A
2010-12-10,32.050,32.920,31.130,31.520,429381,N/A,N/A
2010-12-09,32.510,32.720,31.650,32.050,405983,N/A,N/A
2010-12-08,32.480,32.490,31.520,32.370,660980,N/A,N/A
2010-12-07,30.490,32.400,30.050,31.560,1311548,N/A,N/A
2010-12-06,31.350,31.450,29.560,30.310,1274375,N/A,N/A
2010-12-03,32.010,32.250,30.870,31.490,1160060,N/A,N/A
2010-12-02,34.010,34.298,31.200,32.350,2006967,N/A,N/A
2010-12-01,35.870,36.420,33.450,34.350,1299175,N/A,N/A
2010-11-30,33.740,35.330,33.410,35.330,2222558,N/A,N/A
2010-11-29,35.412,35.950,33.330,34.330,1145543,N/A,N/A
2010-11-26,35.600,36.000,34.750,35.320,350554,N/A,N/A
2010-11-25,0.000,0.000,0.000,35.470,0,N/A,N/A
2010-11-24,35.270,35.970,34.334,35.470,1424959,N/A,N/A
2010-11-23,33.290,35.680,32.190,34.570,1577970,N/A,N/A
2010-11-22,31.570,33.450,31.500,33.400,1529972,N/A,N/A
2010-11-19,30.160,31.370,29.700,30.990,1150494,N/A,N/A
2010-11-18,30.670,30.740,28.920,29.890,956248,N/A,N/A
2010-11-17,30.200,30.750,28.610,29.490,750341,N/A,N/A
2010-11-16,31.000,31.400,28.420,29.670,1347731,N/A,N/A
2010-11-15,30.220,32.939,30.220,30.800,2625133,N/A,N/A
2010-11-12,28.250,30.500,28.070,29.840,2729069,N/A,N/A
2010-11-11,28.600,29.100,27.330,28.035,1944794,N/A,N/A
2010-11-10,24.480,29.970,24.050,29.360,3061038,N/A,N/A
2010-11-09,25.000,25.690,24.050,24.630,956649,N/A,N/A
2010-11-08,24.500,25.000,24.030,24.980,509475,N/A,N/A
2010-11-05,24.870,24.970,23.720,24.440,1010946,N/A,N/A
2010-11-04,22.600,25.330,22.151,24.900,1873917,N/A,N/A
2010-11-03,21.280,22.500,21.160,21.770,374199,N/A,N/A
2010-11-02,21.680,21.879,21.050,21.250,322465,N/A,N/A
2010-11-01,21.940,22.750,21.310,21.410,455784,N/A,N/A
2010-10-29,21.140,21.850,21.052,21.840,280532,N/A,N/A
2010-10-28,21.390,21.500,20.960,21.190,224190,N/A,N/A
2010-10-27,21.250,21.380,20.650,21.000,356500,N/A,N/A
2010-10-26,20.800,21.870,20.510,21.360,660841,N/A,N/A
2010-10-25,20.940,20.980,20.730,20.850,118614,N/A,N/A
2010-10-22,20.680,20.930,20.550,20.720,161021,N/A,N/A
2010-10-21,20.610,20.950,20.450,20.750,417099,N/A,N/A
2010-10-20,20.160,20.690,20.040,20.650,312444,N/A,N/A
2010-10-19,20.200,20.406,20.000,20.050,245127,N/A,N/A
2010-10-18,20.520,20.640,20.220,20.230,162729,N/A,N/A
2010-10-15,20.890,20.900,20.250,20.540,284645,N/A,N/A
2010-10-14,21.000,21.030,20.400,20.750,294620,N/A,N/A
2010-10-13,20.640,20.850,20.360,20.540,320541,N/A,N/A
2010-10-12,20.200,20.283,20.030,20.240,243912,N/A,N/A
2010-10-11,20.440,20.699,20.070,20.240,171194,N/A,N/A
2010-10-08,20.430,20.790,20.390,20.430,267719,N/A,N/A
2010-10-07,20.570,20.640,20.340,20.430,140920,N/A,N/A
2010-10-06,21.060,21.258,20.320,20.460,313552,N/A,N/A
2010-10-05,21.150,21.280,21.010,21.120,331936,N/A,N/A
2010-10-04,20.430,21.170,20.300,20.990,643599,N/A,N/A
2010-10-01,20.690,20.750,20.310,20.600,598971,N/A,N/A
2010-09-30,22.000,22.150,20.190,20.405,2195782,N/A,N/A
2010-09-29,21.190,22.030,21.130,21.980,1969457,N/A,N/A
2010-09-28,21.040,21.490,20.760,21.400,1214465,N/A,N/A
2010-09-27,20.400,20.810,20.050,20.530,418597,N/A,N/A
2010-09-24,19.950,20.190,19.650,20.100,578887,N/A,N/A
2010-09-23,19.890,20.140,19.500,19.560,668076,N/A,N/A
2010-09-22,20.870,20.950,19.800,19.870,962816,N/A,N/A
2010-09-21,20.890,21.550,20.670,20.770,796000,N/A,N/A
2010-09-20,20.670,21.350,20.160,21.055,947475,N/A,N/A
2010-09-17,21.020,21.320,19.800,20.230,1198458,N/A,N/A
2010-09-16,22.150,23.160,20.840,20.940,2685480,N/A,N/A
2010-09-15,20.980,22.000,20.790,21.980,684758,N/A,N/A
2010-09-14,20.540,21.600,20.530,21.120,654629,N/A,N/A
2010-09-13,20.890,20.899,20.500,20.720,360703,N/A,N/A
2010-09-10,20.750,20.930,19.760,20.170,386571,N/A,N/A
2010-09-09,21.000,21.050,20.690,20.710,376197,N/A,N/A
2010-09-08,20.660,20.950,20.600,20.900,288382,N/A,N/A
2010-09-07,20.610,21.000,20.500,20.540,243335,N/A,N/A
2010-09-06,0.000,0.000,0.000,21.050,0,N/A,N/A
2010-09-03,20.870,21.300,20.660,21.050,434756,N/A,N/A
2010-09-02,20.370,21.240,20.310,21.060,487060,N/A,N/A
2010-09-01,19.620,20.690,19.600,20.450,494885,N/A,N/A
2010-08-31,19.660,19.790,19.330,19.480,201012,N/A,N/A
2010-08-30,19.700,20.190,19.610,19.870,732731,N/A,N/A
2010-08-27,19.750,19.865,19.500,19.700,379642,N/A,N/A
2010-08-26,19.890,20.270,19.600,19.750,433736,N/A,N/A
2010-08-25,19.160,19.980,18.560,19.900,503289,N/A,N/A
2010-08-24,19.250,19.710,18.950,19.200,673074,N/A,N/A
2010-08-23,19.100,20.389,19.000,20.130,1088029,N/A,N/A
2010-08-20,18.650,19.110,18.510,19.100,295999,N/A,N/A
2010-08-19,18.540,19.250,18.330,18.790,579082,N/A,N/A
2010-08-18,19.590,19.590,18.600,18.770,601332,N/A,N/A
2010-08-17,18.960,19.400,18.780,19.150,447881,N/A,N/A
2010-08-16,18.450,18.800,18.262,18.780,485711,N/A,N/A
2010-08-13,18.180,18.450,17.660,18.320,633971,N/A,N/A
2010-08-12,17.800,17.900,17.390,17.600,691081,N/A,N/A
2010-08-11,18.700,18.880,17.850,17.900,797650,N/A,N/A
2010-08-10,19.650,19.650,18.820,19.030,1281286,N/A,N/A
2010-08-09,19.900,19.980,19.450,19.600,812656,N/A,N/A
2010-08-06,20.100,20.160,19.520,19.590,742138,N/A,N/A
2010-08-05,21.540,21.550,20.050,20.450,796380,N/A,N/A
2010-08-04,21.950,22.180,20.850,21.260,917726,N/A,N/A
2010-08-03,21.000,21.950,20.820,21.950,1231023,N/A,N/A
2010-08-02,20.500,20.970,20.333,20.920,719145,N/A,N/A
2010-07-30,20.200,20.440,19.550,19.940,426830,N/A,N/A
2010-07-29,20.770,20.880,20.000,20.350,615910,N/A,N/A
2010-07-28,20.550,20.900,20.510,20.720,467183,N/A,N/A
2010-07-27,20.910,21.180,20.260,20.550,619675,N/A,N/A
2010-07-26,21.500,21.500,20.300,20.950,922178,N/A,N/A
2010-07-23,21.190,21.560,21.060,21.290,654049,N/A,N/A
2010-07-22,20.500,21.250,20.370,21.000,960371,N/A,N/A
2010-07-21,20.660,20.900,19.500,20.220,1253442,N/A,N/A
2010-07-20,21.850,21.850,20.050,20.300,1825231,N/A,N/A
2010-07-19,21.370,22.250,20.920,21.910,2484024,N/A,N/A
2010-07-16,20.700,21.300,20.050,20.640,2620710,N/A,N/A
2010-07-15,19.940,21.500,19.000,19.890,3742925,N/A,N/A
2010-07-14,17.940,20.150,17.760,19.840,4193710,N/A,N/A
2010-07-13,17.394,18.640,16.900,18.140,2680060,N/A,N/A
2010-07-12,17.950,18.070,17.000,17.050,2202412,N/A,N/A
2010-07-09,17.580,17.900,16.550,17.400,4051112,N/A,N/A
2010-07-08,16.140,17.520,15.570,17.460,7711549,N/A,N/A
